order_id,date,time,datetime_timestamp,order_details_id,pizza_id,pizza_type_id,name,category,ingredients,quantity,size,price,bill_amount,dbt_DateCreated,dbt_TimeCreated
1000,2024-06-07,10:54:23.695643,2024-06-07 06:54:23.695643,1005,BBQ_CKN_L,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,L,33,33,2025-04-27,23:30:35.605582
1126,2024-06-10,09:47:50.025494,2024-06-10 05:47:50.025494,1131,BBQ_CKN_L,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,L,33,33,2025-04-27,23:30:35.605582
2352,2024-07-24,11:56:43.935344,2024-07-24 07:56:43.935344,2357,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3487,2024-09-05,09:10:34.197866,2024-09-05 05:10:34.197866,3492,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4547,2025-02-26,11:01:05.097897,2025-02-26 06:01:05.097897,4552,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3532,2024-09-07,13:30:38.311869,2024-09-07 09:30:38.311869,3537,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
5010,2025-04-27,08:59:43.610978,2025-04-27 04:59:43.610978,5015,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4318,2025-01-14,13:52:43.832285,2025-01-14 08:52:43.832285,4323,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3022,2024-09-02,15:21:53.591559,2024-09-02 11:21:53.591559,3027,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3596,2024-09-13,10:18:25.949278,2024-09-13 06:18:25.949278,3601,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3573,2024-09-10,13:34:32.908589,2024-09-10 09:34:32.908589,3578,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3606,2024-09-13,15:37:29.987049,2024-09-13 11:37:29.987049,3611,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4227,2025-01-07,13:20:08.606360,2025-01-07 08:20:08.606360,4232,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4558,2025-02-26,11:36:40.196467,2025-02-26 06:36:40.196467,4563,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
2347,2024-07-24,14:46:23.915624,2024-07-24 10:46:23.915624,2352,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
1694,2024-06-17,09:36:50.475674,2024-06-17 05:36:50.475674,1699,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
1138,2024-06-10,12:50:57.093336,2024-06-10 08:50:57.093336,1143,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
2896,2024-08-24,14:45:48.557719,2024-08-24 10:45:48.557719,2901,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
836,2024-06-06,09:15:43.254143,2024-06-06 05:15:43.254143,841,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3957,2024-11-22,12:31:39.257211,2024-11-22 07:31:39.257211,3962,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
796,2024-06-05,11:59:08.548230,2024-06-05 07:59:08.548230,801,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
3494,2024-09-05,09:23:24.236473,2024-09-05 05:23:24.236473,3499,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
2300,2024-07-20,12:52:33.148021,2024-07-20 08:52:33.148021,2305,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4110,2024-12-07,13:17:40.089602,2024-12-07 08:17:40.089602,4115,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
4800,2025-04-23,15:47:00.615221,2025-04-23 11:47:00.615221,4805,BBQ_CKN_M,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,M,33,33,2025-04-27,23:30:35.605582
1253,2024-06-12,14:28:16.862649,2024-06-12 10:28:16.862649,1258,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
923,2024-06-07,10:43:31.961733,2024-06-07 06:43:31.961733,928,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
3033,2024-09-02,15:21:31.957692,2024-09-02 11:21:31.957692,3038,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
1186,2024-06-10,14:20:55.200095,2024-06-10 10:20:55.200095,1191,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
35,2024-05-21,14:35:37.448256,2024-05-21 10:35:37.448256,40,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
11,2024-05-20,08:23:45,2024-05-20 04:23:45,14,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
896,2024-06-06,13:09:23.233277,2024-06-06 09:09:23.233277,901,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
3371,2024-09-05,10:13:00.327285,2024-09-05 06:13:00.327285,3376,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
430,2024-05-30,08:06:13.012614,2024-05-30 04:06:13.012614,435,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
2034,2024-07-13,10:33:32.996532,2024-07-13 06:33:32.996532,2039,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
3711,2024-10-12,11:46:37.727581,2024-10-12 07:46:37.727581,3716,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
2804,2024-08-21,11:07:29.988738,2024-08-21 07:07:29.988738,2809,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
4811,2025-04-23,14:28:38.366835,2025-04-23 10:28:38.366835,4816,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
4067,2024-12-03,11:50:33.956231,2024-12-03 06:50:33.956231,4072,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
219,2024-05-27,15:00:01.029410,2024-05-27 11:00:01.029410,224,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
58,2024-05-24,09:43:05.172626,2024-05-24 05:43:05.172626,63,BBQ_CKN_S,BBQ_CKN,THE BBQ CHICKEN SPECIAL,CHICKEN,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",1,S,33,33,2025-04-27,23:30:35.605582
1349,2024-06-13,14:00:19.254469,2024-06-13 10:00:19.254469,1354,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
1196,2024-06-10,08:39:39.251284,2024-06-10 04:39:39.251284,1201,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
351,2024-05-29,14:27:03.986564,2024-05-29 10:27:03.986564,356,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
4972,2025-04-24,13:16:35.349677,2025-04-24 09:16:35.349677,4977,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
1508,2024-06-14,15:47:06.966605,2024-06-14 11:47:06.966605,1513,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
3417,2024-09-05,08:58:40.009754,2024-09-05 04:58:40.009754,3422,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
1796,2024-06-20,15:06:49.283818,2024-06-20 11:06:49.283818,1801,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
2243,2024-07-17,12:57:23.862458,2024-07-17 08:57:23.862458,2248,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
2648,2024-08-21,15:12:11.841515,2024-08-21 11:12:11.841515,2653,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
2529,2024-08-05,09:15:59.795769,2024-08-05 05:15:59.795769,2534,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
4821,2025-04-23,15:03:32.402396,2025-04-23 11:03:32.402396,4826,BIG_MEAT_L,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,L,33,33,2025-04-27,23:30:35.605582
2146,2024-07-13,09:32:40.381857,2024-07-13 05:32:40.381857,2151,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3262,2024-09-05,10:37:48.109200,2024-09-05 06:37:48.109200,3267,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3359,2024-09-05,15:02:39.823016,2024-09-05 11:02:39.823016,3364,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
4142,2024-12-18,10:44:16.645872,2024-12-18 05:44:16.645872,4147,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
1313,2024-06-13,15:46:33.723327,2024-06-13 11:46:33.723327,1318,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3156,2024-09-05,11:38:08.720215,2024-09-05 07:38:08.720215,3161,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3669,2024-10-01,13:28:42.730016,2024-10-01 09:28:42.730016,3674,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
4617,2025-03-19,13:49:44.387219,2025-03-19 09:49:44.387219,4622,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
4700,2025-04-19,10:41:01.903419,2025-04-19 06:41:01.903419,4705,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3386,2024-09-05,10:16:32.677380,2024-09-05 06:16:32.677380,3391,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
1302,2024-06-13,15:00:52.391775,2024-06-13 11:00:52.391775,1307,BIG_MEAT_M,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,M,21,21,2025-04-27,23:30:35.605582
3103,2024-09-05,09:44:33.046226,2024-09-05 05:44:33.046226,3108,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3960,2024-11-22,13:05:25.264758,2024-11-22 08:05:25.264758,3965,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3407,2024-09-05,08:00:30.926592,2024-09-05 04:00:30.926592,3412,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3620,2024-09-18,08:48:07.726381,2024-09-18 04:48:07.726381,3625,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
4706,2025-04-19,09:40:43.964060,2025-04-19 05:40:43.964060,4711,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
417,2024-05-30,08:26:03.611256,2024-05-30 04:26:03.611256,422,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
1068,2024-06-08,14:59:40.881974,2024-06-08 10:59:40.881974,1073,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
941,2024-06-07,09:13:35.613030,2024-06-07 05:13:35.613030,946,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3174,2024-09-05,14:02:10.843597,2024-09-05 10:02:10.843597,3179,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
4667,2025-04-16,12:25:09.968153,2025-04-16 08:25:09.968153,4672,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3452,2024-09-05,10:06:02.230511,2024-09-05 06:06:02.230511,3457,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
1907,2024-06-27,08:19:03.795018,2024-06-27 04:19:03.795018,1912,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
3884,2024-11-08,12:38:39.668704,2024-11-08 07:38:39.668704,3889,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
1399,2024-06-13,15:23:54.403335,2024-06-13 11:23:54.403335,1404,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
1532,2024-06-15,11:09:41.961593,2024-06-15 07:09:41.961593,1537,BIG_MEAT_S,BIG_MEAT,THE BIG MEAT BALL PIZZA,CLASSIC,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",1,S,12,12,2025-04-27,23:30:35.605582
1286,2024-06-12,14:52:46.221375,2024-06-12 10:52:46.221375,1291,BRIE_CARRE_S,BRIE_CARRE,THE BRIE CARRE PIZZA,SUPREME,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",1,S,23,23,2025-04-27,23:30:35.605582
308,2024-05-28,09:17:08.320345,2024-05-28 05:17:08.320345,313,BRIE_CARRE_S,BRIE_CARRE,THE BRIE CARRE PIZZA,SUPREME,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",1,S,23,23,2025-04-27,23:30:35.605582
4371,2025-01-21,10:18:33.732462,2025-01-21 05:18:33.732462,4376,BRIE_CARRE_S,BRIE_CARRE,THE BRIE CARRE PIZZA,SUPREME,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",1,S,23,23,2025-04-27,23:30:35.605582
2651,2024-08-21,11:46:50.858404,2024-08-21 07:46:50.858404,2656,BRIE_CARRE_S,BRIE_CARRE,THE BRIE CARRE PIZZA,SUPREME,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",1,S,23,23,2025-04-27,23:30:35.605582
4746,2025-04-19,12:03:12.035514,2025-04-19 08:03:12.035514,4751,BRIE_CARRE_S,BRIE_CARRE,THE BRIE CARRE PIZZA,SUPREME,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",1,S,23,23,2025-04-27,23:30:35.605582
